지역별,시점,아파트매매가격지수,인구밀도,사교육참여율,고용률,여성초혼연령,인터넷이용률,합계출산율,근로시간
대구,2023.12,102.1,499.7,82.7,57.9,31.64,101.2,0.652,146.7
대전,2023.12,141.4,2717.3,79.6,60.3,31.49,99.8,0.737,147.7
부산,2023.12,105.2,4231.2,91.8,57.0,32.23,94.1,0.61,147.8
서울,2023.12,157.4,15452.1,89.0,61.2,32.69,94.4,0.514,149.0
울산,2023.12,99.1,1039.1,76.5,59.6,31.35,96.5,0.783,147.5
인천,2023.12,120.6,2870.1,72.3,62.3,31.85,93.6,0.645,149.7
전남,2023.12,107.1,144.1,64.8,64.8,30.85,95.5,0.975,150.4
전북,2023.12,107.9,218.4,61.5,61.5,31.12,94.5,0.746,145.8
제주,2023.12,108.0,366.0,87.3,69.0,31.68,83.8,0.743,147.4
충남,2023.12,104.7,271.5,81.0,62.2,31.31,98.1,0.781,149.4
충북,2023.12,109.1,223.8,62.8,64.6,31.06,97.3,0.9,148.3
